Data,Dia,Mes,Ano,Mes Curto,Mes/Ano,Dia da Semana,Dia da Semana Numero,Feriado Nacional,Dia Util (Semana 5 dias),Dia Util (Semana 6 dias)
2020-01-01,1,1,2020,jan,jan/20,qua,4,1,0,0
